opeid,instnm,city,stabbr,insturl,adm_rate,sat_avg,grad_debt_mdn,inexpfte,pftfac,locale,ugds_white,c150_4,adm_rate_rank,sat_avg_rank,c150_4_rank,pftfac_rank,ugds_white_rank,inexpfte_rank,grad_debt_mdn_rank
398100,University of North Carolina School of the Arts,Winston-Salem,NC,www.uncsa.edu/,0.432,1116,26922.5,22850,0.7611,12,0.7289,0.5934,-11430,-4068,-2358,-2674,5453,-14085,7352
295000,North Carolina Central University,Durham,NC,www.nccu.edu,0.4322,886,31000,10349,0.7201,12,0.0623,0.4678,-11420,13362,4878,-919,-25206,157,16358
349900,Lane College,Jackson,TN,www.lanecollege.edu,0.4327,762,33170,4728,0.9545,13,0,0.3189,-11393,22759,13455,-10951,-28072,6562,21151
201500,University of New Orleans,New Orleans,LA,www.uno.edu,0.4357,1082,16989,8102,0.7423,11,0.5531,0.3372,-11237,-1492,12401,-1869,-2633,2718,-14588
260900,Rowan University,Glassboro,NJ,www.rowan.edu,0.4357,1103,21500,16320,0.3008,21,0.7123,0.667,-11237,-3083,-6597,17026,4689,-6646,-4624
142800,Delaware State University,Dover,DE,www.desu.edu,0.4374,894,28500,11129,0.6088,13,0.1125,0.4258,-11148,12756,7297,3844,-22897,-731,10837
342400,Claflin University,Orangeburg,SC,www.claflin.edu,0.4377,806,29600,7699,0.7093,32,0.0146,0.4924,-11132,19425,3460,-457,-27400,3177,13266
263900,Stevens Institute of Technology,Hoboken,NJ,www.stevens.edu,0.4378,1346,27532.5,13732,1,21,0.6397,0.821,-11127,-21499,-15469,-12899,1350,-3697,8700
144400,George Washington University,Washington,DC,www.gwu.edu,0.4379,1297,25350,20938,0.4827,11,0.5835,0.7938,-11122,-17785,-13902,9241,-1235,-11907,3879
152100,Southeastern University,Lakeland,FL,www.seu.edu/,0.4394,965,22500,4482,0.9928,13,0.6056,0.4247,-11044,7375,7360,-12590,-218,6842,-2416
200600,Grambling State University,Grambling,LA,www.gram.edu,0.4395,868,37524,5199,0.9237,32,0.0148,0.3017,-11039,14726,14446,-9633,-27391,6025,30768
283600,SUNY at Binghamton,Vestal,NY,www.binghamton.edu,0.4406,1287,20000,11395,0.6888,22,0.5498,0.8093,-10981,-17027,-14795,420,-2785,-1034,-7938
104700,Troy University,Troy,AL,www.troy.edu,0.4414,1050,25000,5643,0.385,41,0.5132,0.3498,-10939,933,11675,13423,-4468,5519,3106
194500,Sterling College,Sterling,KS,www.sterling.edu,0.4437,978,25500,4448,0.5909,42,0.689,0.3933,-10819,6390,9169,4610,3617,6881,4210
375300,Virginia Military Institute,Lexington,VA,www.vmi.edu,0.444,1162,24100,12896,0.9848,32,0.8141,0.7084,-10804,-7554,-8982,-12248,9371,-2744,1118
113700,California State University-Fullerton,Fullerton,CA,www.fullerton.edu,0.4447,1021,14944,7739,0.4618,21,0.2397,0.5572,-10767,3131,-272,10136,-17047,3131,-19105
254700,Grace University,Omaha,NE,https://www.graceuniversity.edu/,0.4462,1064,17625,10440,0.4366,11,0.7261,0.5484,-10689,-127,235,11214,5324,54,-13183
148800,Florida Southern College,Lakeland,FL,www.flsouthern.edu,0.4481,1147,24873,6879,1,13,0.7232,0.6499,-10590,-6418,-5612,-12899,5190,4111,2826
206700,Washington Adventist University,Takoma Park,MD,www.wau.edu,0.4492,854,27000,10322,0.2827,21,0.0987,0.398,-10532,15787,8898,17801,-23532,188,7523
123600,Menlo College,Atherton,CA,www.menlo.edu,0.4506,995,22746.5,7655,0.2772,21,0.3354,0.4331,-10459,5102,6876,18036,-12646,3227,-1871
396900,University of Minnesota-Twin Cities,Minneapolis,MN,www1.umn.edu/twincities/index.php,0.4535,1271,20500,13558,0.8302,11,0.7037,0.784,-10308,-15815,-13337,-5631,4294,-3499,-6833
266300,University of New Mexico-Main Campus,Albuquerque,NM,www.unm.edu,0.4538,1060,19576,11745,0.7115,11,0.3621,0.4778,-10292,176,4301,-551,-11418,-1433,-8874
232200,Finlandia University,Hancock,MI,www.finlandia.edu,0.4545,910,27500,8519,0.6029,33,0.7004,0.3571,-10256,11543,11254,4097,4142,2242,8628
339900,York College Pennsylvania,York,PA,www.ycp.edu,0.4549,1050,26247,8285,0.3539,22,0.8256,0.6071,-10235,933,-3147,14754,9900,2509,5860
2069000,New York School of Interior Design,New York,NY,www.nysid.edu,0.4551,940,24000,19412,0.0574,11,0.4844,0.6667,-10224,9270,-6580,27443,-5793,-10168,897
153500,University of Florida,Gainesville,FL,www.ufl.edu/,0.4561,1273,15000,15962,0.8494,12,0.5783,0.8751,-10172,-15966,-18585,-6453,-1474,-6238,-18981
677100,College for Creative Studies,Detroit,MI,www.collegeforcreativestudies.edu,0.4561,1010,27000,11285,1,11,0.585,0.6239,-10172,3965,-4115,-12899,-1166,-909,7523
196000,Spalding University,Louisville,KY,www.spalding.edu,0.4571,967,25000,7192,0.5372,21,0.665,0.3824,-10120,7224,9797,6909,2514,3754,3106
349400,Hiwassee College,Madisonville,TN,www.hiwassee.edu,0.4575,843,12500,3784,0.3571,41,0.7821,0.1765,-10099,16621,21658,14617,7899,7637,-24503
143400,American University,Washington,DC,WWW.AMERICAN.EDU,0.4584,1252,24589,12620,0.5841,11,0.5765,0.8166,-10052,-14375,-15215,4901,-1557,-2430,2198
294800,Montreat College,Montreat,NC,www.montreat.edu,0.4606,1016,27498,4666,1,21,0.5734,0.3729,-9937,3510,10344,-12899,-1699,6632,8623
295600,Piedmont International University,Winston-Salem,NC,www.piedmontu.edu,0.4607,937,20427,3805,0.6154,12,0.6684,0.3778,-9932,9497,10062,3562,2670,7613,-6994
146600,Barry University,Miami,FL,www.barry.edu,0.4611,938,28250,9969,0.4308,21,0.2004,0.3596,-9911,9421,11110,11462,-18855,590,10284
212400,Bentley University,Waltham,MA,www.bentley.edu,0.4611,1247,27000,13120,0.6282,13,0.6048,0.8816,-9911,-13996,-18959,3014,-255,-3000,7523
356000,Dallas Baptist University,Dallas,TX,www.dbu.edu,0.4621,1075,22638,8737,1,11,0.6101,0.546,-9859,-961,373,-12899,-11,1994,-2111
1039500,University of San Diego,San Diego,CA,www.sandiego.edu,0.4625,1243,22750,13897,0.4862,11,0.5421,0.7673,-9838,-13693,-12375,9091,-3139,-3885,-1864
348500,Cumberland University,Lebanon,TN,www.cumberland.edu,0.4642,1044,21875,5404,0.3758,31,0.6504,0.3711,-9750,1388,10448,13816,1842,5791,-3796
121600,University of La Verne,La Verne,CA,www.laverne.edu/,0.4656,1014,24894,6518,0.3607,21,0.2389,0.5859,-9676,3662,-1926,14463,-17084,4522,2872
381300,Glenville State College,Glenville,WV,www.glenville.edu,0.4656,900,26000,6565,0.6147,33,0.7054,0.3223,-9676,12301,13259,3592,4372,4469,5315
303500,Ohio Dominican University,Columbus,OH,www.ohiodominican.edu,0.4657,1005,28713,5335,1,11,0.6067,0.4326,-9671,4344,6905,-12899,-168,5870,11307
285800,Farmingdale State College,Farmingdale,NY,www.farmingdale.edu/,0.4665,982,15958.5,9828,0.3061,21,0.6044,0.4461,-9630,6087,6128,16799,-274,751,-16864
965100,Texas A & M International University,Laredo,TX,www.tamiu.edu/,0.467,906,14929,5524,0.6395,12,0.0186,0.454,-9603,11846,5672,2530,-27216,5655,-19138
695100,University of South Carolina-Upstate,Spartanburg,SC,www.uscupstate.edu,0.4682,947,23000,6624,0.9678,22,0.5667,0.3842,-9541,8739,9693,-11520,-2007,4401,-1311
294900,University of Mount Olive,Mount Olive,NC,www.umo.edu,0.4685,902,27250,2935,1,31,0.4862,0.425,-9525,12150,7343,-12899,-5710,8604,8076
367000,Brigham Young University-Provo,Provo,UT,www.byu.edu,0.47,1290,11000,15124,0.747,12,0.832,0.7902,-9447,-17255,-13694,-2071,10194,-5283,-27816
116400,Chapman University,Orange,CA,www.chapman.edu,0.4704,1210,21000,14025,1,12,0.6049,0.7448,-9426,-11192,-11079,-12899,-251,-4031,-5729
373800,Southern Virginia University,Buena Vista,VA,www.svu.edu,0.4707,1056,24185,6590,1,32,0.7838,0.3128,-9410,479,13806,-12899,7978,4440,1306
295500,Pfeiffer University,Misenheimer,NC,www.pfeiffer.edu,0.4723,948,24000,6953,0.6038,42,0.551,0.349,-9327,8663,11721,4058,-2730,4027,897
371300,Hampden-Sydney College,Hampden-Sydney,VA,www.hsc.edu,0.4727,1098,26848.5,13194,0.9217,42,0.8163,0.6731,-9306,-2704,-6949,-9547,9472,-3084,7189
154400,Albany State University,Albany,GA,www.asurams.edu/,0.4729,875,32555,6772,0.894,13,0.0485,0.3962,-9296,14196,9002,-8362,-25841,4233,19793
350900,University of Memphis,Memphis,TN,www.memphis.edu,0.474,1029,25250,9720,0.6618,11,0.5058,0.44,-9238,2525,6479,1576,-4808,874,3658
385000,Silver Lake College of the Holy Family,Manitowoc,WI,www.sl.edu/,0.474,820,26212,7713,0.381,32,0.625,0.3939,-9238,18364,9135,13594,674,3161,5783
125800,Pacific Union College,Angwin,CA,www.puc.edu,0.4744,1017,28500,10227,0.8818,41,0.2786,0.4559,-9217,3434,5563,-7840,-15258,296,10837
194300,University of Saint Mary,Leavenworth,KS,www.stmary.edu,0.475,1002,24000,7833,1,31,0.6178,0.3451,-9186,4571,11946,-12899,343,3024,897
170800,Lincoln Christian University,Lincoln,IL,www.lincolnchristian.edu,0.4758,1006,22750,5688,0.9773,32,0.8047,0.5747,-9144,4268,-1280,-11927,8939,5468,-1864
196800,Kentucky State University,Frankfort,KY,www.kysu.edu,0.4769,883,30982,7500,0.8601,32,0.2532,0.1979,-9087,13589,20425,-6911,-16426,3403,16319
196500,Kentucky Christian University,Grayson,KY,www.kcu.edu,0.4774,966,26500,5343,1,32,0.6344,0.3438,-9061,7299,12021,-12899,1106,5861,6419
2169100,Davis College,Johnson City,NY,www.davisny.edu/,0.4779,954,21000,3164,0.1944,22,0.7024,0.3269,-9035,8209,12994,21580,4234,8344,-5729
370400,Bridgewater College,Bridgewater,VA,www.bridgewater.edu/about-us,0.4782,1056,27000,5651,0.7917,23,0.7568,0.6107,-9019,479,-3354,-3984,6736,5510,7523
356500,Texas A & M University-Commerce,Commerce,TX,www.tamuc.edu/,0.4784,909,20250,7619,0.831,32,0.5113,0.5185,-9009,11619,1957,-5666,-4555,3268,-7385
284900,SUNY College at Plattsburgh,Plattsburgh,NY,www.plattsburgh.edu,0.4786,1031,22000,11263,0.5909,32,0.6926,0.6117,-8998,2373,-3412,4610,3783,-884,-3520
103300,Oakwood University,Huntsville,AL,www.oakwood.edu,0.4787,928,27250,7701,1,12,0.0059,0.4371,-8993,10179,6646,-12899,-27800,3174,8076
789300,Flagler College-St Augustine,Saint Augustine,FL,www.flagler.edu,0.4788,1058,23677.5,5649,0.4638,23,0.7387,0.5845,-8988,327,-1845,10050,5903,5512,185
210300,University of Maryland-College Park,College Park,MD,www.umd.edu,0.4793,1315,19500,13487,0.7758,21,0.5251,0.8475,-8962,-19149,-16995,-3303,-3921,-3418,-9042
272200,Fordham University,Bronx,NY,www.fordham.edu,0.4812,1254,25000,14019,1,11,0.6039,0.8002,-8862,-14527,-14270,-12899,-297,-4024,3106
284800,SUNY College at Oswego,Oswego,NY,www.oswego.edu/,0.4837,1106,22500,10636,0.5752,32,0.7777,0.6328,-8732,-3310,-4627,5282,7697,-170,-2416
157500,Gordon State College,Barnesville,GA,www.gordonstate.edu,0.4839,859,16807.5,4104,0.6182,32,0.5199,0.1295,-8721,15408,24365,3442,-4160,7273,-14989
144800,Howard University,Washington,DC,www.howard.edu,0.4841,1105,27000,22663,1,11,0.0144,0.6032,-8711,-3235,-2922,-12899,-27409,-13872,7523
228400,Marygrove College,Detroit,MI,www.marygrove.edu,0.4842,800,35500,7473,0.8875,11,0.1657,0.1818,-8706,19880,21353,-8084,-20451,3434,26298
353600,Bryan College-Dayton,Dayton,TN,www.bryan.edu,0.4842,1065,18625,4227,0.3985,32,0.8648,0.5258,-8706,-203,1536,12845,11703,7132,-10975
364700,Trinity University,San Antonio,TX,www.trinity.edu,0.4842,1281,21967,20116,0.7882,11,0.5623,0.8122,-8706,-16573,-14962,-3834,-2210,-10970,-3593
362000,Southwestern University,Georgetown,TX,www.southwestern.edu,0.4852,1159,26278,12803,0.7012,21,0.6458,0.7307,-8654,-7327,-10267,-110,1631,-2638,5929
160100,University of West Georgia,Carrollton,GA,www.westga.edu,0.4861,950,24250,6635,0.8379,31,0.5208,0.4084,-8607,8512,8299,-5961,-4119,4389,1449
663900,Bellin College,Green Bay,WI,www.bellincollege.edu,0.4865,1050,15250,7700,0.85,41,0.9508,0.6429,-8586,933,-5209,-6479,15658,3176,-18429
150900,Nova Southeastern University,Fort Lauderdale,FL,www.nova.edu,0.4881,1143,25250,11457,0.3767,21,0.3234,0.4611,-8502,-6114,5263,13778,-13197,-1105,3658
363600,Texas Christian University,Fort Worth,TX,www.tcu.edu/,0.4887,1207,22000,14768,0.9844,11,0.74,0.7545,-8471,-10965,-11638,-12231,5963,-4877,-3520
148000,Florida Agricultural and Mechanical University,Tallahassee,FL,www.famu.edu,0.4895,948,27750,9739,0.9971,12,0.0329,0.3957,-8429,8663,9031,-12774,-26558,852,9180
284100,SUNY College at Brockport,Brockport,NY,www.brockport.edu,0.4895,1056,21500,11647,0.551,31,0.7232,0.6811,-8429,479,-7410,6318,5190,-1321,-4624
264200,The College of New Jersey,Ewing,NJ,www.tcnj.edu,0.4897,1213,23250,11128,0.447,21,0.6563,0.8664,-8419,-11419,-18084,10769,2113,-730,-759
292600,Elizabeth City State University,Elizabeth City,NC,www.ecsu.edu,0.49,866,26000,9039,1,32,0.1446,0.3915,-8403,14878,9273,-12899,-21421,1650,5315
190500,Bethel College-North Newton,North Newton,KS,www.bethelks.edu,0.491,1000,26050,7887,0.4933,32,0.706,0.5763,-8351,4723,-1373,8787,4399,2962,5425
156300,Emmanuel College,Franklin Springs,GA,www.ec.edu,0.4912,960,27000,4819,0.5663,32,0.7056,0.4524,-8341,7754,5765,5663,4381,6458,7523
214600,Emerson College,Boston,MA,www.emerson.edu,0.4918,1244,24000,9633,0.432,11,0.6657,0.7966,-8309,-13769,-14063,11411,2546,973,897
105000,Tuskegee University,Tuskegee,AL,www.tuskegee.edu,0.4922,978,33500,14344,0.9711,32,0.0035,0.4723,-8288,6390,4618,-11662,-27911,-4394,21880
195800,Brescia University,Owensboro,KY,www.brescia.edu,0.4927,1039,30500,6483,0.4286,13,0.669,0.2566,-8262,1767,17044,11557,2698,4562,15254
338800,Villanova University,Villanova,PA,www.villanova.edu,0.4933,1313,26352,15732,0.6186,21,0.7566,0.8937,-8231,-18998,-19656,3425,6727,-5976,6092
132600,Santa Clara University,Santa Clara,CA,www.scu.edu,0.4935,1309,20500,12668,0.5852,12,0.4841,0.8525,-8220,-18695,-17283,4854,-5806,-2485,-6833
358400,LeTourneau University,Longview,TX,www.letu.edu,0.494,1177,28000,8285,0.4791,13,0.6571,0.5147,-8194,-8691,2176,9395,2150,2509,9732
206500,Notre Dame of Maryland University,Baltimore,MD,www.ndm.edu,0.4946,1048,27000,10387,0.4706,11,0.5681,0.581,-8163,1085,-1643,9759,-1943,114,7523
359800,Our Lady of the Lake University,San Antonio,TX,www.ollusa.edu,0.4952,941,25000,8470,0.3377,11,0.133,0.3758,-8132,9194,10177,15447,-21955,2298,3106
395400,University of Central Florida,Orlando,FL,www.ucf.edu/,0.4961,1185,18350,5687,0.9739,21,0.5519,0.697,-8085,-9297,-8326,-11782,-2688,5469,-11582
190800,Central Christian College of Kansas,McPherson,KS,www.centralchristian.edu,0.4963,966,23375,3250,0.2653,33,0.4294,0.3922,-8074,7299,9232,18546,-8322,8246,-483
176800,Saint Xavier University,Chicago,IL,WWW.SXU.EDU,0.4964,1008,24250,8417,0.4485,11,0.484,0.5448,-8069,4116,442,10705,-5811,2359,1449
361900,Southwestern Adventist University,Keene,TX,www.swau.edu/,0.4965,905,25000,10119,0.5435,31,0.241,0.4018,-8064,11922,8679,6639,-16987,419,3106
348200,Christian Brothers University,Memphis,TN,www.cbu.edu,0.4971,1105,26500,6825,1,11,0.4466,0.553,-8033,-3235,-30,-12899,-7531,4172,6419
167400,Eastern Illinois University,Charleston,IL,https://www.eiu.edu/,0.4976,1010,23250,13142,0.817,32,0.6974,0.5947,-8007,3965,-2433,-5066,4004,-3025,-759
186600,Graceland University-Lamoni,Lamoni,IA,www.graceland.edu,0.4984,938,24900,7762,1,43,0.641,0.5408,-7965,9421,672,-12899,1410,3105,2885
284700,SUNY Oneonta,Oneonta,NY,www.oneonta.edu,0.4988,1086,22500,8942,0.5606,33,0.7894,0.7338,-7944,-1795,-10445,5907,8235,1760,-2416
141700,University of Connecticut,Storrs,CT,uconn.edu/,0.4996,1246,21500,22554,0.9636,21,0.6168,0.809,-7902,-13920,-14777,-11341,297,-13748,-4624
160400,Young Harris College,Young Harris,GA,www.yhc.edu,0.5029,990,26000,8794,0.6378,43,0.7636,0.4619,-7730,5481,5217,2603,7049,1929,5315
332900,Pennsylvania State University-Main Campus,University Park,PA,www.psu.edu/,0.5029,1196,27000,17872,0.7536,13,0.7053,0.8611,-7730,-10131,-17779,-2353,4367,-8414,7523
292800,Fayetteville State University,Fayetteville,NC,www.uncfsu.edu,0.5032,892,21278,8035,0.9845,12,0.1746,0.346,-7714,12907,11894,-12235,-20041,2794,-5115
244700,William Carey University,Hattiesburg,MS,www.wmcarey.edu,0.5042,1080,21376.5,6703,0.5594,13,0.6008,0.5846,-7662,-1340,-1851,5958,-439,4311,-4897
353700,Abilene Christian University,Abilene,TX,www.acu.edu,0.5047,1091,25985,8741,0.8667,12,0.6739,0.62,-7636,-2174,-3890,-7194,2923,1989,5282
154000,Webber International University,Babson Park,FL,www.webber.edu,0.5056,950,21562,2949,1,31,0.3916,0.3012,-7589,8512,14475,-12899,-10061,8588,-4488
166400,University of St Francis,Joliet,IL,www.stfrancis.edu,0.5056,1064,25000,5821,0.9018,21,0.6894,0.5616,-7589,-127,-526,-8696,3636,5316,3106
169100,Illinois Institute of Technology,Chicago,IL,www.iit.edu,0.506,1266,27000,12262,0.5384,11,0.3326,0.6523,-7568,-15436,-5751,6857,-12774,-2022,7523
173700,Northern Illinois University,Dekalb,IL,www.niu.edu,0.5089,1030,23347,12837,0.7776,23,0.5811,0.4961,-7417,2449,3247,-3380,-1345,-2677,-545
342700,Coker College,Hartsville,SC,www.coker.edu,0.509,992,30112,6067,1,32,0.5185,0.4934,-7412,5329,3403,-12899,-4224,5036,14397
105100,The University of Alabama,Tuscaloosa,AL,www.ua.edu/,0.5105,1185,23750,10239,0.7045,13,0.7825,0.6566,-7333,-9297,-5998,-252,7918,283,345
285100,SUNY College of Environmental Science and Forestry,Syracuse,NY,www.esf.edu,0.5113,1193,20450,15092,0.7365,12,0.8359,0.6774,-7292,-9904,-7197,-1621,10374,-5246,-6944
238200,St Olaf College,Northfield,MN,wp.stolaf.edu,0.5128,1292,27000,16837,0.7167,32,0.7662,0.8881,-7213,-17406,-19334,-774,7168,-7235,7523
342500,Clemson University,Clemson,SC,www.clemson.edu,0.5152,1261,21830.5,11952,0.8454,21,0.8348,0.8231,-7088,-15057,-15590,-6282,10323,-1669,-3895
297200,North Carolina State University at Raleigh,Raleigh,NC,www.ncsu.edu,0.516,1253,20500,13745,0.8801,11,0.7467,0.7498,-7046,-14451,-11367,-7767,6271,-3712,-6833
3941300,Ave Maria University,Ave Maria,FL,www.avemaria.edu,0.517,1085,22500,9458,0.9851,42,0.6663,0.4133,-6994,-1719,8017,-12261,2573,1173,-2416
104100,Spring Hill College,Mobile,AL,www.shc.edu,0.5177,1116,27000,7460,0.6822,12,0.6733,0.5814,-6958,-4068,-1666,703,2895,3449,7523
114400,California State Polytechnic University-Pomona,Pomona,CA,www.cpp.edu,0.5187,1074,18500,7308,0.4892,21,0.2023,0.5638,-6905,-885,-653,8963,-18767,3622,-11251
153800,The University of Tampa,Tampa,FL,www.ut.edu,0.5188,1094,26000,5784,1,11,0.5946,0.6238,-6900,-2401,-4109,-12899,-724,5358,5315
154700,Point University,West Point,GA,point.edu,0.5189,917,30638,5833,0.1782,32,0.3989,0.3678,-6895,11013,10638,22273,-9725,5303,15559
364200,Texas Southern University,Houston,TX,www.tsu.edu,0.5192,812,31000,9693,0.7176,11,0.019,0.1615,-6879,18970,22522,-812,-27198,905,16358
244900,Avila University,Kansas City,MO,www.Avila.edu,0.5198,1038,26625,6966,0.3571,11,0.6101,0.4863,-6848,1843,3812,14617,-11,4012,6695
343600,Limestone College,Gaffney,SC,www.limestone.edu,0.52,1020,28750,5196,1,31,0.4245,0.2838,-6838,3207,15477,-12899,-8548,6028,11389
256300,Union College,Lincoln,NE,www.ucollege.edu,0.5214,1030,27000,10177,0.9306,11,0.5957,0.4938,-6764,2449,3380,-9928,-674,353,7523
220800,Simmons College,Boston,MA,www.simmons.edu,0.5216,1170,26250,13365,0.3197,11,0.6752,0.6692,-6754,-8161,-6724,16217,2983,-3279,5867
324300,Cedar Crest College,Allentown,PA,www.cedarcrest.edu,0.5233,1005,29183,9713,0.4022,12,0.671,0.6907,-6665,4344,-7963,12686,2790,882,12345
2106400,O'More College of Design,Franklin,TN,www.omorecollege.edu,0.5234,1050,27250,8418,0.2558,13,0.7396,0.8113,-6660,933,-14910,18952,5945,2357,8076
361300,Southern Methodist University,Dallas,TX,www.smu.edu,0.524,1316,22500,16035,0.6689,21,0.6579,0.7702,-6629,-19225,-12542,1272,2187,-6321,-2416
363100,Tarleton State University,Stephenville,TX,www.tarleton.edu,0.5254,961,20500,6957,0.5425,33,0.7081,0.4466,-6556,7678,6099,6682,4496,4022,-6833
100200,Alabama A & M University,Normal,AL,www.aamu.edu/,0.5256,827,33888,7437,0.8967,12,0.0333,0.3525,-6545,17833,11519,-8477,-26540,3475,22737
319100,Concordia University-Portland,Portland,OR,www.cu-portland.edu,0.5262,1037,25000,2545,0.1507,11,0.6533,0.55,-6514,1919,142,23450,1976,9049,3106
285300,SUNY Maritime College,Throggs Neck,NY,www.sunymaritime.edu,0.5265,1106,26500,11637,0.6224,11,0.7241,0.4672,-6498,-3310,4912,3262,5232,-1310,6419
1164900,Loyola Marymount University,Los Angeles,CA,www.lmu.edu,0.5271,1218,22500,15175,0.5248,11,0.4672,0.7776,-6467,-11798,-12969,7439,-6584,-5341,-2416
963500,Florida International University,Miami,FL,www.fiu.edu,0.5278,1089,17250,6843,0.9811,21,0.0952,0.5419,-6430,-2022,609,-12090,-23693,4152,-14012
193900,Newman University,Wichita,KS,www.newmanu.edu,0.5281,1076,20216.5,4415,1,11,0.6641,0.4783,-6415,-1037,4273,-12899,2472,6918,-7459
115300,California State University-Northridge,Northridge,CA,www.csun.edu,0.5286,914,15000,6730,0.4445,11,0.2446,0.4676,-6389,11240,4889,10876,-16822,4281,-18981
214500,Eastern Nazarene College,Quincy,MA,www.enc.edu,0.5287,918,24362,6285,0.2883,21,0.5323,0.4663,-6384,10937,4964,17561,-3590,4788,1697
248000,Lindenwood University,Saint Charles,MO,www.lindenwood.edu,0.5288,1038,27000,4135,1,13,0.6027,0.4972,-6378,1843,3184,-12899,-352,7237,7523
147800,Edward Waters College,Jacksonville,FL,www.ewc.edu,0.5295,825,32550.5,4413,0.6173,11,0.0367,0.1957,-6342,17985,20552,3480,-26384,6920,19783
309000,Ohio State University-Main Campus,Columbus,OH,www.osu.edu/,0.5296,1292,21959.5,16075,0.657,11,0.7194,0.835,-6337,-17406,-16275,1781,5016,-6366,-3610
279800,Pratt Institute-Main,Brooklyn,NY,www.pratt.edu,0.5299,1141,26691,14711,0.146,11,0.4137,0.6369,-6321,-5963,-4863,23651,-9044,-4812,6841
337900,University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,www.pitt.edu,0.5312,1275,26813.5,16522,0.7472,11,0.7571,0.8185,-6253,-16118,-15325,-2079,6750,-6876,7112
1026600,Hillsdale Free Will Baptist College,Moore,OK,www.hc.edu,0.5313,940,19000,4695,0.339,21,0.5664,0.3188,-6248,9270,13461,15391,-2021,6599,-10146
