OPEID,INSTNM,CITY,STABBR,INSTURL,ADM_RATE,SAT_AVG,GRAD_DEBT_MDN,INEXPFTE,PFTFAC,LOCALE,UGDS_WHITE,C150_4,adm_rank,sat_avg_rank,grad_debt_rank,ugrad_white_rank,inexpfte_rank,pftfac_rank,c150_rank
110700,Southern Arkansas University Main Campus,Magnolia,AR,WWW.SAUMAG.EDU,0.7142,989,17000,6436,0.6942,33,0.6311,0.3061,730,904,112,544,986,647,1171
324700,Misericordia University,Dallas,PA,www.misericordia.edu,0.7146,1074,27000,7079,1,21,0.9298,0.7116,731,480,1151,1244,860,190,221
216000,Lesley University,Cambridge,MA,www.lesley.edu,0.7149,1086,25000,9026,0.8191,12,0.6833,0.5826,732,436,731,687,527,452,522
341800,Anderson University,Anderson,SC,www.andersonuniversity.edu,0.7152,1038,27000,5479,0.3765,13,0.8312,0.5175,733,646,1151,1120,1126,1115,695
140600,Southern Connecticut State University,New Haven,CT,www.southernct.edu,0.7154,932,24099,11023,0.4605,12,0.5757,0.5287,734,1100,577,415,320,1033,666
196100,Centre College,Danville,KY,www.centre.edu,0.7157,1263,27000,16874,0.8811,32,0.8042,0.8214,735,101,1151,1044,104,350,94
226200,Kettering University,Flint,MI,WWW.KETTERING.EDU,0.7164,1223,27000,11797,1,12,0.7644,0.5714,736,139,1151,917,273,190,543
383900,Carthage College,Kenosha,WI,www.carthage.edu,0.7165,1104,27000,9053,1,22,0.7464,0.6069,737,379,1151,865,521,190,459
370900,Emory & Henry College,Emory,VA,www.ehc.edu,0.7172,995,27000,10689,0.6286,41,0.7623,0.473,738,874,1151,908,343,771,820
307200,Malone University,Canton,OH,www.malone.edu,0.7174,1045,25000,7392,0.5164,13,0.8409,0.5141,739,619,731,1154,816,952,707
297900,Warren Wilson College,Swannanoa,NC,www.warren-wilson.edu,0.7177,1134,23250,11700,0.6068,21,0.823,0.51,741,282,498,1099,284,810,717
323000,Allegheny College,Meadville,PA,www.allegheny.edu,0.7177,1170,29046,12779,1,32,0.7917,0.7829,741,210,1198,1003,231,190,141
320800,Northwest Christian University,Eugene,OR,www.nwcu.edu/,0.7191,987,23750,4694,0.9286,12,0.7927,0.6625,742,909,546,1009,1192,303,324
336800,Saint Vincent College,Latrobe,PA,www.stvincent.edu,0.7192,1034,27000,7509,0.9561,21,0.8446,0.7421,743,665,1151,1163,792,268,177
352700,Tusculum College,Greeneville,TN,www.tusculum.edu,0.7194,990,28000,4227,1,32,0.7056,0.3619,744,901,1181,750,1221,190,1075
204300,Husson University,Bangor,ME,www.husson.edu,0.7195,951,26250,6040,0.4169,13,0.894,0.4209,745,1038,869,1232,1047,1081,963
406900,University of Minnesota-Crookston,Crookston,MN,www1.crk.umn.edu/,0.7196,1006,19500,6197,0.9545,32,0.7974,0.479,746,814,208,1023,1025,271,805
304500,The University of Findlay,Findlay,OH,www.findlay.edu/,0.7197,1035,23734,8270,0.7817,32,0.8012,0.5463,747,662,540,1037,682,501,611
223600,Alma College,Alma,MI,alma.edu,0.7198,1101,27000,11731,0.6,32,0.8355,0.6075,748,388,1151,1133,279,829,457
102400,University of West Alabama,Livingston,AL,www.uwa.edu,0.7199,990,24253,7552,0.5096,43,0.4421,0.329,749,901,596,227,784,967,1132
248200,Maryville University of Saint Louis,Saint Louis,MO,www.maryville.edu,0.7205,1137,24000,6558,0.2214,21,0.7537,0.6604,750,277,572,886,964,1225,330
252100,Webster University,Saint Louis,MO,www.webster.edu,0.7206,1105,25000,6722,1,21,0.6238,0.6364,752,375,731,524,930,190,384
351000,Middle Tennessee State University,Murfreesboro,TN,www.mtsu.edu,0.7206,1032,21743,8512,0.7446,12,0.6596,0.462,752,675,360,619,611,557,852
230100,Northern Michigan University,Marquette,MI,www.nmu.edu,0.7209,1010,22000,7460,0.6817,33,0.8601,0.4847,753,795,381,1191,802,665,783
142200,University of Hartford,West Hartford,CT,www.hartford.edu,0.7213,1000,26960,12724,0.4702,12,0.5819,0.527,754,850,912,427,234,1020,671
198900,University of Kentucky,Lexington,KY,www.uky.edu,0.7221,1142,21500,11208,0.8198,11,0.7681,0.6139,755,268,350,930,309,448,442
329300,Lycoming College,Williamsport,PA,www.lycoming.edu,0.7222,1043,27000,8436,0.704,13,0.756,0.6176,756,628,1151,889,632,632,435
218700,Massachusetts College of Liberal Arts,North Adams,MA,www.mcla.edu,0.7227,977,25000,9487,0.5172,31,0.7594,0.5169,757,940,731,901,477,950,696
218400,Fitchburg State University,Fitchburg,MA,www.fitchburgstate.edu,0.7231,1004,22650,8460,0.5339,22,0.7458,0.5675,758,831,432,860,627,925,549
346500,Mount Marty College,Yankton,SD,www.mtmc.edu,0.7236,990,27000,7255,0.395,33,0.8139,0.5441,760,901,1151,1072,843,1098,619
382300,West Liberty University,West Liberty,WV,www.westliberty.edu/,0.7236,965,24915,5416,0.6473,41,0.8759,0.4,760,998,638,1215,1134,731,1006
109000,Arkansas State University-Main Campus,Jonesboro,AR,www2.astate.edu,0.7239,1088,19250,5358,0.7288,13,0.7372,0.393,761,429,187,833,1142,588,1022
266600,Adelphi University,Garden City,NY,www.adelphi.edu/,0.7242,1092,25000,12729,0.3175,21,0.5409,0.6398,762,408,731,343,232,1167,375
182600,Purdue University-North Central Campus,Westville,IN,www.pnc.edu,0.7251,959,25000,5080,0.9565,41,0.8158,0.2415,763,1020,731,1079,1167,267,1218
301200,Ashland University,Ashland,OH,https://www.ashland.edu,0.7257,1048,27000,7174,0.4511,31,0.7806,0.5684,764,609,1151,967,855,1041,548
3106200,Our Lady of the Lake College,Baton Rouge,LA,www.ololcollege.edu,0.726,1010,25000,7026,0.5032,12,0.6718,0.3068,765,795,731,654,870,971,1168
375400,Virginia Polytechnic Institute and State University,Blacksburg,VA,WWW.VT.EDU,0.7263,1215,24250,11178,0.9818,13,0.6967,0.8258,766,149,595,721,311,222,90
115000,California State University-Sacramento,Sacramento,CA,www.csus.edu,0.7265,937,16500,7426,0.4741,11,0.3028,0.4373,767,1089,99,134,810,1013,921
254200,Creighton University,Omaha,NE,www.creighton.edu,0.7267,1200,23250,13517,0.6414,11,0.7257,0.7785,768,166,498,796,192,741,147
195900,Campbellsville University,Campbellsville,KY,www.campbellsville.edu,0.7272,964,18500,5694,0.9349,32,0.7282,0.3937,769,1001,148,802,1090,299,1019
148700,Eckerd College,Saint Petersburg,FL,www.eckerd.edu,0.7274,1153,27000,11485,0.7639,12,0.7711,0.6571,771,240,1151,937,294,525,338
302300,Capital University,Columbus,OH,www.capital.edu,0.7274,1100,27000,9208,0.4485,21,0.7648,0.5902,771,391,1151,919,502,1046,499
361500,Texas State University,San Marcos,TX,www.txstate.edu,0.729,1032,21358.5,6511,0.7171,23,0.5104,0.5511,772,675,309,303,973,606,593
371900,Longwood University,Farmville,VA,www.longwood.edu,0.7292,1005,24588.5,7687,1,33,0.7777,0.6616,773,824,618,957,763,190,327
218000,Massachusetts College of Art and Design,Boston,MA,www.massart.edu,0.7294,1077,26000,11227,0.8409,11,0.6536,0.7033,774,467,849,598,308,422,238
202100,Northwestern State University of Louisiana,Natchitoches,LA,www.nsula.edu/,0.7298,1027,22375,5447,0.9904,33,0.5513,0.3779,775,718,404,363,1129,200,1048
450800,University of Colorado Denver/Anschutz Medical Campus,Denver,CO,www.ucdenver.edu/,0.7299,1055,21500,26708,0.6694,11,0.5049,0.3996,777,550,350,295,41,689,1007
185900,Dordt College,Sioux Center,IA,www.dordt.edu,0.7299,1100,23250,9273,1,33,0.7446,0.6558,777,391,498,856,495,190,343
325800,Duquesne University,Pittsburgh,PA,www.duq.edu,0.7306,1144,27000,10922,0.4926,11,0.8303,0.7796,778,266,1151,1116,328,991,144
352600,Trevecca Nazarene University,Nashville,TN,www.trevecca.edu,0.7308,1066,19500,6894,1,11,0.7122,0.5138,779,508,208,767,891,190,709
132200,University of Redlands,Redlands,CA,www.redlands.edu,0.7309,1110,27000,9254,0.969,13,0.469,0.6871,780,351,1151,260,499,250,268
293000,Greensboro College,Greensboro,NC,www.greensboro.edu,0.7311,876,26000,6394,1,11,0.5263,0.3697,781,1189,849,326,994,190,1064
170000,Judson University,Elgin,IL,www.judsonu.edu,0.7312,1080,23500,6450,0.3641,12,0.6194,0.4972,782,457,527,519,984,1125,749
224100,Calvin College,Grand Rapids,MI,www.calvin.edu,0.7314,1182,26999.5,12897,0.9843,12,0.7464,0.7369,784,194,916,865,223,218,186
290700,University of North Carolina at Asheville,Asheville,NC,www.unca.edu,0.7314,1191,21451.5,8967,0.7663,13,0.821,0.6416,784,178,316,1091,538,520,371
314400,Xavier University,Cincinnati,OH,www.xavier.edu,0.7315,1113,27000,10076,0.5158,11,0.7236,0.7113,785,337,1151,794,416,953,222
295400,University of North Carolina at Pembroke,Pembroke,NC,www.uncp.edu,0.7326,930,21000,7060,0.8117,32,0.3811,0.3435,787,1109,289,180,863,465,1111
327500,Holy Family University,Philadelphia,PA,www.holyfamily.edu,0.7326,925,27000,8916,0.2265,11,0.6333,0.5561,787,1119,1151,549,550,1224,577
371100,Ferrum College,Ferrum,VA,www.ferrum.edu,0.7331,852,27000,6628,1,42,0.5473,0.2513,788,1214,1151,350,948,190,1213
181600,Indiana University-South Bend,South Bend,IN,https://iusb.edu/,0.7333,942,25537,7553,0.5848,12,0.7514,0.2587,789,1073,775,877,783,859,1208
285600,SUNY College of Agriculture and Technology at Cobleskill,Cobleskill,NY,www.cobleskill.edu/,0.7334,877,17492,8430,0.5291,32,0.7301,0.364,791,1188,121,809,633,929,1073
353100,The University of Tennessee-Martin,Martin,TN,www.utm.edu,0.7334,1050,24109,8384,0.6578,33,0.7637,0.4704,791,594,579,916,646,714,828
379000,Seattle University,Seattle,WA,www.seattleu.edu,0.7335,1183,25000,15163,0.6878,11,0.4458,0.7764,792,193,731,228,133,657,152
346100,Dakota Wesleyan University,Mitchell,SD,www.dwu.edu,0.7343,1044,27000,5512,0.375,33,0.9007,0.441,793,624,1151,1237,1124,1119,912
369600,University of Vermont,Burlington,VT,www.uvm.edu,0.7344,1191,21614.5,16893,0.8066,13,0.8305,0.7558,794,178,355,1119,103,472,169
276900,Marymount Manhattan College,New York,NY,www.mmm.edu,0.735,1065,23000,11003,1,11,0.5756,0.4393,795,513,472,414,321,190,918
308300,University of Mount Union,Alliance,OH,www.mountunion.edu,0.7355,1057,27000,9277,1,31,0.8302,0.6275,796,537,1151,1115,493,190,404
185600,Cornell College,Mount Vernon,IA,www.cornellcollege.edu,0.7363,1200,27000,10924,0.9697,31,0.6617,0.6569,797,166,1151,628,327,247,339
360600,Sam Houston State University,Huntsville,TX,www.shsu.edu/,0.7367,1000,22208,5925,0.7554,32,0.54,0.5306,798,850,390,341,1068,539,659
199900,University of Louisville,Louisville,KY,www.louisville.edu,0.7386,1144,20493,15324,0.6319,21,0.763,0.5353,799,266,252,912,130,763,642
196300,Eastern Kentucky University,Richmond,KY,www.eku.edu,0.7387,1008,23500,8940,0.5946,32,0.8469,0.4186,800,807,527,1168,545,839,969
169200,Illinois State University,Normal,IL,illinoisstate.edu/,0.7388,1110,22500,9858,0.703,22,0.7817,0.7192,801,351,427,969,435,634,207
3071900,Mount Carmel College of Nursing,Columbus,OH,www.mccn.edu,0.7389,1030,19000,5951,0.6395,11,0.8726,0.6447,802,703,179,1212,1064,744,364
143700,Catholic University of America,Washington,DC,www.cua.edu,0.7391,1130,26000,16368,0.5,11,0.6342,0.6659,803,291,849,552,109,980,318
330200,Mount Aloysius College,Cresson,PA,www.mtaloy.edu/,0.7398,913,23508,5815,0.3676,31,0.7776,0.4417,804,1141,528,955,1077,1122,910
296800,Saint Augustine's University,Raleigh,NC,www.st-aug.edu,0.7403,740,35198,6308,0.539,11,0.0128,0.3285,805,1248,1240,18,1010,918,1134
329600,Marywood University,Scranton,PA,www.marywood.edu/,0.7418,1030,27000,9623,0.4142,13,0.7939,0.6896,806,703,1151,1012,468,1084,262
261600,Monmouth University,West Long Branch,NJ,www.monmouth.edu,0.7419,1055,26250,8956,0.4873,21,0.7627,0.6719,807,550,869,911,541,999,300
746600,LIM College,New York,NY,www.limcollege.edu,0.7421,914,26335,4380,0.1085,11,0.5517,0.5066,808,1138,873,365,1211,1247,723
238000,Saint Mary's University of Minnesota,Winona,MN,www.smumn.edu,0.7424,1067,20500,5392,0.2164,32,0.5514,0.646,809,504,268,364,1136,1227,362
310000,Ohio University-Main Campus,Athens,OH,www.ohio.edu,0.7427,1106,21250,9704,0.7237,32,0.8313,0.672,810,364,301,1121,455,594,298
182000,Manchester University,North Manchester,IN,www.manchester.edu,0.7428,1000,27000,8996,0.7246,32,0.8405,0.548,811,850,1151,1152,534,591,605
100400,University of Montevallo,Montevallo,AL,www.montevallo.edu,0.743,1070,23266,7972,0.6552,21,0.7266,0.4438,812,498,499,798,716,721,904
350200,Lincoln Memorial University,Harrogate,TN,www.lmunet.edu,0.7437,1055,18000,12918,0.6301,32,0.8718,0.4688,813,550,137,1211,221,767,834
377500,Eastern Washington University,Cheney,WA,www.ewu.edu,0.7439,958,20800,6934,0.6563,31,0.6372,0.4577,814,1025,277,559,883,718,865
246100,Drury University,Springfield,MO,www.drury.edu,0.7441,1185,23454,6561,0.9735,12,0.8222,0.626,815,188,513,1096,962,236,411
177600,University of Illinois at Chicago,Chicago,IL,www.uic.edu,0.7448,1125,18750,26053,0.6696,11,0.3591,0.5968,817,313,157,162,44,688,473
249500,Truman State University,Kirksville,MO,www.truman.edu,0.7448,1226,22250,9417,0.8625,33,0.8074,0.7054,817,137,397,1055,482,382,232
174100,Olivet Nazarene University,Bourbonnais,IL,www.olivet.edu,0.7449,1105,25000,4911,0.3583,23,0.7945,0.5593,819,375,731,1015,1177,1129,568
302500,Cedarville University,Cedarville,OH,www.cedarville.edu,0.7449,1187,24994,9969,0.7099,31,0.8712,0.7025,819,182,642,1210,424,623,239
337904,University of Pittsburgh-Greensburg,Greensburg,PA,www.greensburg.pitt.edu/,0.7452,1011,26813.5,5824,0.7959,21,0.7921,0.5283,820,770,903,1004,1074,481,668
218900,Westfield State University,Westfield,MA,www.westfield.ma.edu,0.7456,997,23175,7305,0.447,21,0.7849,0.6269,821,862,477,985,833,1050,406
262500,William Paterson University of New Jersey,Wayne,NJ,www.wpunj.edu,0.7458,980,25000,10595,0.9685,21,0.4484,0.5091,822,934,731,233,354,256,719
204100,University of Maine at Fort Kent,Fort Kent,ME,www.umfk.maine.edu,0.7461,899,18500,6945,0.381,43,0.7437,0.4955,823,1167,148,852,881,1112,757
324500,Chestnut Hill College,Philadelphia,PA,www.chc.edu,0.7471,968,27000,7351,0.2582,11,0.4237,0.4742,824,982,1151,212,823,1201,818
270900,Concordia College-New York,Bronxville,NY,www.concordia-ny.edu,0.7477,872,26000,8617,1,21,0.351,0.4808,825,1195,849,157,596,190,794
332914,Pennsylvania State University-Penn State Schuylkill,Schuylkill Haven,PA,www.sl.psu.edu,0.7478,899,27000,5823,0.6377,32,0.6662,0.4255,826,1167,1151,640,1075,749,958
323300,Alvernia University,Reading,PA,www.alvernia.edu,0.7479,970,27000,6818,1,13,0.6959,0.5326,827,973,1151,718,907,190,649
353000,The University of Tennessee-Knoxville,Knoxville,TN,www.utk.edu,0.7483,1198,19998.5,22579,0.8322,12,0.7979,0.6931,828,168,223,1024,61,431,255
150500,Lynn University,Boca Raton,FL,www.lynn.edu,0.7487,980,18833,8399,0.7059,13,0.4322,0.4049,829,934,159,221,643,629,996
322300,University of Oregon,Eugene,OR,www.uoregon.edu,0.749,1116,21500,12386,0.6795,12,0.6191,0.6881,830,332,350,517,250,668,266
317000,Oklahoma State University-Main Campus,Stillwater,OK,www.okstate.edu/,0.7495,1137,20083.5,8602,0.8791,32,0.7118,0.6103,831,277,237,765,599,354,456
648700,Aultman College of Nursing and Health Sciences,Canton,OH,www.aultmancollege.edu,0.75,1085,19000,8729,0.875,13,0.8764,0.5,832,441,179,1216,575,361,744
316100,Northeastern State University,Tahlequah,OK,www.nsuok.edu,0.7501,1009,17750,7917,0.661,33,0.5001,0.3074,834,803,132,289,723,711,1167
378500,Pacific Lutheran University,Tacoma,WA,www.plu.edu,0.7501,1115,26800,11937,0.6276,21,0.6778,0.6798,834,334,899,674,270,775,279
298500,Wingate University,Wingate,NC,www.wingate.edu,0.7506,1001,26500,8993,1,21,0.6368,0.5081,836,843,885,557,536,190,720
304800,Heidelberg University,Tiffin,OH,www.heidelberg.edu,0.7506,1027,29000,9017,0.4882,32,0.7409,0.4701,836,718,1197,845,529,996,830
201700,McNeese State University,Lake Charles,LA,www.mcneese.edu,0.7527,1030,20785,4921,1,13,0.7038,0.4119,837,703,276,742,1176,190,979
324100,Cabrini University,Radnor,PA,www.cabrini.edu,0.7528,897,26000,7826,0.3587,21,0.6837,0.503,838,1168,849,689,740,1128,733
311000,Otterbein University,Westerville,OH,www.otterbein.edu,0.7531,1094,27000,10325,0.5483,21,0.7217,0.5903,839,405,1151,787,382,908,498
373500,Virginia Commonwealth University,Richmond,VA,www.vcu.edu/,0.7535,1105,24151,12722,0.6768,12,0.5095,0.5918,840,375,582,301,235,674,492
112200,Biola University,La Mirada,CA,www.biola.edu,0.754,1122,24375,10696,0.9884,21,0.5165,0.6891,842,318,602,313,341,207,264
277500,Molloy College,Rockville Centre,NY,www.molloy.edu,0.754,1072,27000,13066,0.2549,21,0.6259,0.6972,842,486,1151,529,216,1206,247
384200,Concordia University-Wisconsin,Mequon,WI,www.cuw.edu,0.7541,1089,23476,7646,1,21,0.6993,0.6119,843,425,515,729,772,190,449
229200,Michigan Technological University,Houghton,MI,www.mtu.edu,0.755,1244,26264,10843,0.8792,33,0.8538,0.6363,844,117,871,1183,334,353,385
263200,Seton Hall University,South Orange,NJ,www.shu.edu,0.7554,1133,25000,10660,0.924,21,0.5031,0.6645,846,286,731,293,345,306,321
342300,Citadel Military College of South Carolina,Charleston,SC,www.citadel.edu,0.7554,1073,25000,9361,0.6745,12,0.7697,0.6888,846,484,731,933,487,681,265
648900,The Christ College of Nursing and Health Sciences,Cincinnati,OH,www.thechristcollege.edu,0.7568,947,20000,14194,0.5968,11,0.8216,0.7857,847,1058,235,1093,165,835,139
325200,Delaware Valley University,Doylestown,PA,www.delval.edu,0.7574,990,26551,8734,0.4292,21,0.7778,0.5828,848,901,888,959,573,1067,520
251900,University of Missouri-St Louis,Saint Louis,MO,www.umsl.edu/,0.7578,1105,21113.5,9752,0.5005,21,0.622,0.4165,850,375,293,523,447,974,970
312500,University of Cincinnati-Main Campus,Cincinnati,OH,www.uc.edu,0.7578,1165,23100,10072,0.598,11,0.758,0.5956,850,221,474,897,418,833,480
128100,William Jessup University,Rocklin,CA,WWW.JESSUP.EDU,0.7581,1009,21500,6551,0.2159,41,0.6844,0.6667,852,803,350,691,966,1228,317
155600,Brenau University,Gainesville,GA,www.brenau.edu,0.7581,985,27429,6985,0.3535,13,0.4978,0.4659,852,916,1158,286,875,1137,846
332910,Pennsylvania State University-Penn State Greater Allegheny,McKeesport,PA,ga.psu.edu,0.7584,967,27000,6147,0.5,21,0.6065,0.3836,853,987,1151,484,1032,980,1039
122000,The Master's College and Seminary,Santa Clarita,CA,www.masters.edu,0.7588,1103,21250,7546,0.3065,21,0.6184,0.6243,854,382,301,516,785,1173,417
1011500,The University of Texas at San Antonio,San Antonio,TX,www.utsa.edu/,0.7591,1037,23348,6866,0.7453,11,0.2607,0.3111,855,652,506,118,900,556,1165
327600,Immaculata University,Immaculata,PA,www.immaculata.edu,0.7594,962,26020.5,5331,1,21,0.7311,0.6116,856,1011,850,814,1148,190,451
130200,Saint Mary's College of California,Moraga,CA,www.stmarys-ca.edu,0.7595,1109,25750,12896,0.443,41,0.4564,0.6902,857,356,788,250,225,1055,261
708500,Mount Vernon Nazarene University,Mount Vernon,OH,www.mvnu.edu,0.7598,1046,26769,7324,0.8679,32,0.8294,0.5842,858,616,897,1111,828,371,515
183900,Trine University,Angola,IN,www.trine.edu,0.7599,1078,26000,7598,0.4233,32,0.783,0.5394,859,464,849,977,780,1071,635
325600,Drexel University,Philadelphia,PA,www.drexel.edu,0.7601,1186,25500,14939,0.5459,11,0.5555,0.6736,860,183,773,376,143,910,294
180900,Indiana University-Bloomington,Bloomington,IN,www.iub.edu,0.7609,1198,23000,13730,0.8611,13,0.7207,0.7764,861,168,472,782,184,385,152
332915,Pennsylvania State University-Penn State Worthington Scranton,Dunmore,PA,worthingtonscranton.psu.edu/,0.7611,959,27000,5600,0.5208,21,0.8136,0.4601,862,1020,1151,1071,1108,944,857
210900,McDaniel College,Westminster,MD,www.mcdaniel.edu,0.7613,1094,27000,9518,0.2432,23,0.7289,0.6784,863,405,1151,805,476,1212,282
123800,Mills College,Oakland,CA,www.mills.edu,0.7614,1152,23471,15534,0.597,11,0.4488,0.7178,864,245,514,235,125,834,211
335900,Robert Morris University,Moon Township,PA,www.rmu.edu,0.762,1051,27000,7471,1,21,0.753,0.6217,865,569,1151,881,798,190,426
384800,Edgewood College,Madison,WI,www.edgewood.edu,0.7622,1048,26000,7616,0.5357,12,0.7966,0.6208,866,609,849,1021,777,922,427
160200,Georgia College and State University,Milledgeville,GA,WWW.GCSU.EDU,0.7624,1132,21500,7436,0.8268,32,0.8462,0.6126,867,287,350,1166,806,438,447
391900,University of Wisconsin-La Crosse,La Crosse,WI,www.uwlax.edu,0.7629,1145,23105,6871,0.8681,13,0.8964,0.6835,868,262,475,1233,897,370,272
252500,William Woods University,Fulton,MO,www.williamwoods.edu,0.763,1042,22282.5,6356,0.2165,32,0.8273,0.5272,869,631,400,1106,998,1226,670
215800,Lasell College,Newton,MA,www.lasell.edu/,0.7632,974,27000,6513,0.332,13,0.7446,0.5655,870,950,1151,856,972,1160,555
248500,Midwestern Baptist Theological Seminary,Kansas City,MO,https://www.mbts.edu,0.7636,970,19000,3641,0.7917,11,0.8035,0.4,871,973,179,1043,1233,484,1006
327000,Gwynedd Mercy University,Gwynedd Valley,PA,www.gmercyu.edu/,0.7638,961,25556,8930,0.2296,21,0.5894,0.5959,872,1014,777,443,549,1221,477
308400,Muskingum University,New Concord,OH,www.muskingum.edu/,0.7644,1009,27000,8808,0.522,32,0.7897,0.5259,873,803,1151,999,561,942,674
137100,University of Denver,Denver,CO,www.du.edu,0.7649,1231,23166,14380,0.5539,11,0.6763,0.7648,875,130,476,669,159,898,158
192700,Emporia State University,Emporia,KS,www.emporia.edu,0.7649,1009,20848,7276,0.903,33,0.7082,0.3874,875,803,279,758,839,329,1030
381500,Marshall University,Huntington,WV,www.marshall.edu/,0.7653,1021,22705,8402,0.7526,13,0.8521,0.4449,876,740,435,1178,640,543,902
157900,Augusta University,Augusta,GA,www.augusta.edu,0.7654,1030,12350,20309,1,12,0.5535,0.303,877,703,32,372,77,190,1174
114900,Humboldt State University,Arcata,CA,www.humboldt.edu,0.7655,986,19553,8376,0.518,33,0.4738,0.4384,878,912,209,264,649,947,919
249600,Northwest Missouri State University,Maryville,MO,www.nwmissouri.edu,0.7658,1051,25375,7972,0.8523,33,0.811,0.499,879,569,751,1064,716,403,745
148200,Florida College,Temple Terrace,FL,www.floridacollege.edu,0.7659,1063,13000,9075,0.74,21,0.8126,0.5106,881,522,38,1069,517,568,716
261300,New Jersey City University,Jersey City,NJ,www.njcu.edu,0.7659,890,17500,10075,1,12,0.2442,0.3179,881,1177,128,110,417,190,1157
254100,Concordia University-Nebraska,Seward,NE,www.cune.edu,0.7661,1067,26000,5567,0.8605,32,0.8653,0.663,882,504,849,1201,1116,386,323
201000,Louisiana State University and Agricultural & Mechanical College,Baton Rouge,LA,www.lsu.edu,0.7663,1161,20000,10227,0.9016,12,0.7415,0.6739,883,230,235,847,394,331,293
201300,Louisiana State University-Shreveport,Shreveport,LA,www.lsus.edu/,0.7667,1050,17250,6256,0.6782,12,0.5917,0.3066,884,594,117,451,1018,672,1169
374600,University of Mary Washington,Fredericksburg,VA,www.umw.edu,0.7672,1114,22247.5,7328,0.646,22,0.6937,0.7288,885,336,391,715,827,735,194
108102,Arizona State University-Polytechnic,Mesa,AZ,www.asu.edu/,0.7673,1138,20229,10320,0.9183,11,0.5765,0.5948,886,274,245,418,384,314,483
386100,Marian University,Fond Du Lac,WI,www.marianuniversity.edu,0.7674,950,26798,6341,0.3786,13,0.789,0.5599,887,1046,898,996,1001,1113,567
746800,School of Visual Arts,New York,NY,www.sva.edu,0.7677,1029,27000,15105,0.2292,11,0.3771,0.6552,888,713,1151,174,136,1223,344
181500,Indiana University-Northwest,Gary,IN,www.iun.edu,0.7678,916,27000,6340,0.467,13,0.5572,0.2836,890,1135,1151,379,1002,1024,1189
238800,University of Minnesota-Duluth,Duluth,MN,www.d.umn.edu/,0.7678,1110,25190,7011,0.8199,13,0.8647,0.5924,890,351,738,1197,873,447,490
341400,University of Rhode Island,Kingston,RI,www.uri.edu/,0.7681,1077,23250,8202,0.6386,21,0.704,0.5887,891,467,498,743,689,746,501
221000,University of Massachusetts-Dartmouth,North Dartmouth,MA,www.umassd.edu,0.7682,1025,25750,11024,0.6465,22,0.6576,0.4745,892,728,788,612,319,734,816
249900,Rockhurst University,Kansas City,MO,www.rockhurst.edu,0.7694,1164,19950,7034,0.5205,11,0.7439,0.6927,893,223,221,853,868,945,256
161600,Boise State University,Boise,ID,www.boisestate.edu,0.77,1042,23500,7399,0.5751,12,0.7516,0.3571,894,631,527,878,815,872,1090
316800,Rogers State University,Claremore,OK,www.rsu.edu,0.7701,850,16000,5538,0.4093,31,0.5935,0.1877,895,1217,83,456,1118,1086,1235
282000,St Francis College,Brooklyn Heights,NY,www.sfc.edu,0.7704,935,24774,7426,0.2374,11,0.3923,0.5477,896,1093,629,187,810,1217,607
176700,Benedictine University,Lisle,IL,www.ben.edu,0.7717,1030,23000,6646,0.2383,21,0.4557,0.5092,897,703,472,247,944,1215,718
202000,University of Louisiana at Monroe,Monroe,LA,www.ulm.edu,0.7722,1030,21082.5,6141,0.9968,13,0.6284,0.405,898,703,292,539,1033,195,995
154100,Abraham Baldwin Agricultural College,Tifton,GA,www.abac.edu,0.7726,927,15085.5,4808,0.601,32,0.783,0.1618,900,1115,62,977,1184,822,1244
338400,University of Scranton,Scranton,PA,www.scranton.edu,0.7726,1125,27000,11042,0.6674,13,0.8181,0.8044,900,313,1151,1085,317,692,119
292300,East Carolina University,Greenville,NC,www.ecu.edu,0.7728,1036,24360,11749,0.8239,13,0.6898,0.5863,902,654,599,703,276,440,508
352900,The University of Tennessee-Chattanooga,Chattanooga,TN,www.utc.edu,0.7728,1088,20090.5,7065,0.6466,12,0.7381,0.3983,902,429,238,836,861,733,1011
232900,Wayne State University,Detroit,MI,www.wayne.edu,0.7733,1070,21393,13364,0.5446,11,0.5501,0.3431,903,498,312,360,201,911,1113
321900,Southern Oregon University,Ashland,OR,www.sou.edu,0.7737,1029,23334,8340,0.569,22,0.6316,0.3956,904,713,504,546,665,880,1016
345700,Wofford College,Spartanburg,SC,www.wofford.edu,0.7739,1194,25000,10695,0.8675,13,0.7999,0.7807,905,174,731,1030,342,373,143
227300,Hope College,Holland,MI,www.hope.edu,0.7741,1185,27000,10084,0.6522,13,0.8388,0.7975,906,188,1151,1143,415,726,127
383000,West Virginia Wesleyan College,Buckhannon,WV,www.wvwc.edu,0.7759,1005,26000,6326,0.5948,33,0.8015,0.5838,907,824,849,1038,1004,837,517
159000,Savannah State University,Savannah,GA,www.savannahstate.edu/,0.7763,847,33202,5047,0.9383,12,0.0421,0.2751,908,1220,1233,49,1170,290,1195
174900,Roosevelt University,Chicago,IL,www.roosevelt.edu,0.7764,1050,23562.5,10315,0.3521,11,0.4521,0.3035,909,594,531,243,385,1138,1172
251600,University of Missouri-Columbia,Columbia,MO,missouri.edu/,0.7767,1166,21647,11448,0.7394,12,0.7923,0.6948,911,215,356,1006,297,571,251
